Pitcher,Date,PitchCall,TaggedPitchType,PlateLocHeight,PlateLocSide,PlayResult,Angle,TaggedHitType,ExitSpeed,Strikes,Balls,xwOBACON_value,PitchofPA,woba_value,Run_Value,BatterSide,RelSpeed,InducedVertBreak,HorzBreak,SpinAxis,SpinRate,RelHeight,RelSide,Extension,wStuff_plus_2,Stuff_plus,VertApprAngle,pitchzone
Pitcher 3,2024-02-24,FoulBall,Fastball,2.32178,-0.6777,Undefined,46.875856,Undefined,73.44384,0,2,0.141,3,0,-0.066045674,Right,89.00856,17.30406,-14.43831,138.038895,2199.457693,5.7523,-0.95531,4.9475,90.08254601122154,89.58888166572825,-5.538016,Shadow
Pitcher 3,2024-02-24,BallCalled,Fastball,1.64979,0.61676,Undefined,NA,Undefined,NA,1,2,NA,4,0,0.103709858,Right,89.64466,18.35521,-17.12568,134.917653,2191.945095,5.70352,-0.83772,4.97391,140.60820721840238,96.90862489189675,-6.071731,Shadow
Pitcher 3,2024-02-24,FoulBall,Fastball,2.41089,-0.90566,Undefined,29.310535,Undefined,73.80896,1,3,0.478,5,0,-0.089749827,Right,89.79523,15.54753,-18.21851,128.142201,2176.75339,5.47427,-1.24458,4.87029,124.11604369440077,94.5193755608555,-5.256816,Shadow
Pitcher 2,2024-02-24,BallinDirt,Fastball,1.64642,-2.54636,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,93.36854,18.93336,8.28902,204.865263,1907.827962,5.8413,1.50949,5.93607,205.23155783040858,106.2707256856874,-5.859913,Waste
Pitcher 2,2024-02-24,BallCalled,Fastball,1.44127,-0.72333,Undefined,NA,Undefined,NA,1,2,NA,4,0,0.103709858,Right,92.42858,17.68363,9.76158,210.406323,1907.243752,5.86639,1.43963,5.74635,92.50663740343046,89.94006413665082,-6.266187,Shadow
Pitcher 2,2024-02-24,StrikeCalled,Fastball,1.49135,-0.13376,Undefined,NA,Undefined,NA,0,1,NA,2,0,-0.054525726,Right,92.95623,17.69729,13.97532,220.238897,2061.066938,5.88348,1.39272,5.961,130.24536382389348,95.40734116935893,-6.263381,Shadow
Pitcher 2,2024-02-24,StrikeCalled,Fastball,1.86732,-0.94484,Undefined,NA,Undefined,NA,1,1,NA,3,0,-0.06520830700000001,Right,91.94741,15.83532,17.57154,230.147935,2004.200016,5.87505,1.34904,5.69399,114.16893804095983,93.07832051106213,-6.067963,Shadow
Pitcher 2,2024-02-24,FoulBall,Fastball,2.56441,-0.51244,Undefined,11.408925,Undefined,98.01132,2,3,0.859,6,0,0,Right,93.00853,18.65694,13.59642,217.705621,2029.539429,5.8545,1.37213,5.87754,147.53469930010823,97.91207823193876,-4.949221,Heart
Pitcher 2,2024-02-24,InPlay,Fastball,2.38587,-0.2308,Out,16.473121,FlyBall,96.55149,2,3,0.611,7,0,-0.332505049,Right,92.62249,18.44143,11.90072,214.631359,2269.4780260000002,5.82785,1.73198,5.74677,149.19115518058356,98.15205196846915,-5.214865,Heart
Pitcher 2,2024-02-24,FoulBall,Fastball,3.3034,0.45649,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,93.97851,20.82257,12.40253,212.221653,2141.580823,5.90554,1.5579,5.88491,249.47989374512989,112.68106152974318,-4.000465,Shadow
Pitcher 2,2024-02-24,StrikeCalled,Fastball,2.39247,1.14961,Undefined,NA,Undefined,NA,1,2,NA,4,0,-0.074261513,Left,92.0123,21.71966,9.15024,204.053644,2094.201598,5.86475,1.59953,5.76028,246.2904787965535,112.21900526155197,-4.991599,Chase
Pitcher 2,2024-02-24,FoulBall,Fastball,2.35611,1.10948,Undefined,44.004663,Undefined,75.71145,0,0,0.1,1,0,-0.045277334999999995,Right,92.84147,21.02383,12.12863,211.475554,1999.194068,5.93828,1.52421,5.96947,224.13157123698082,109.0088045509985,-5.120247,Shadow
Pitcher 2,2024-02-24,StrikeSwinging,Fastball,2.9374,1.22894,Undefined,NA,Undefined,NA,1,0,NA,2,0,-0.059661138,Right,93.36417,18.75103,15.82087,221.947729,2099.722862,5.74499,1.7222,6.01594,223.02018055690087,108.84779538837154,-4.438328,Chase
Pitcher 2,2024-02-24,InPlay,Fastball,2.02718,1.09429,Single,27.437767,LineDrive,79.15328,2,0,0.182,3,0.9,0.566242476,Right,93.73984,17.1854,18.13446,228.478857,2112.350918,5.71131,1.83335,5.66828,198.58931608884063,105.30845220261409,-5.485232,Shadow
Pitcher 2,2024-02-24,BallCalled,Fastball,1.7365,2.15738,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Right,92.49571,16.47347,18.23536,229.887728,2144.30428,5.83725,1.84162,5.68998,139.40374523239586,96.73413232212914,-6.050062,Waste
Pitcher 2,2024-02-24,StrikeCalled,Fastball,2.05355,0.80613,Undefined,NA,Undefined,NA,1,2,NA,4,0,-0.074261513,Right,92.94836,17.62595,16.45229,224.841571,2034.013177,5.86158,1.53235,5.97903,152.50681329663894,98.63239731092334,-5.602552,Shadow
Pitcher 1,2024-02-25,StrikeCalled,Fastball,2.98068,0.64533,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,91.69055,27.03521,-0.60492,178.655146,2447.511075,5.54026,1.80935,5.49134,450.6530788022209,141.82538192903968,-3.594258,Shadow
Pitcher 1,2024-02-25,BallCalled,Fastball,3.81678,0.4329,Undefined,NA,Undefined,NA,1,3,NA,5,0.7,0.186745124,Left,91.61281,26.65946,-0.05551,179.874858,2435.999616,5.40457,1.93004,5.63371,431.0489496795511,138.9852965561401,-2.586062,Shadow
Pitcher 1,2024-02-27,FoulBall,Fastball,2.62886,-0.74144,Undefined,44.108061,Undefined,52.60296,0,0,0.094,1,0,-0.045277334999999995,Left,91.32762,17.9654,5.45248,197.814678,2452.29396,5.50731,1.58965,5.73501,178.32206863952595,102.37229968752106,-4.63854,Shadow
Pitcher 1,2024-02-27,InPlay,Fastball,2.51407,-0.16907,Out,48.786202,Popup,76.48864,2,0,0.074,3,0,-0.18075752399999997,Left,91.63118,18.7756,5.95563,198.553472,2478.079681,5.4214,1.66581,5.93117,206.99000436342416,106.52547499111145,-4.590423,Heart
Pitcher 1,2024-02-27,BallCalled,Fastball,4.20345,-0.07437,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,91.48819,22.53887,8.91402,202.619152,2541.622778,5.53112,1.69919,5.90272,300.4282947734931,120.06204783257016,-2.625566,Chase
Pitcher 1,2024-02-27,FoulBall,Fastball,2.88736,-0.06755,Undefined,45.72886,Undefined,72.55013,0,1,0.204,2,0,-0.054525726,Left,91.64278,21.50942,9.03437,203.918273,2439.461989,5.46886,1.67734,6.119,271.85225475289815,115.92218562445832,-4.040383,Heart
Pitcher 1,2024-02-27,StrikeCalled,Fastball,2.96912,0.74096,Undefined,NA,Undefined,NA,1,2,NA,4,0,-0.074261513,Left,90.02477,16.36702,12.38938,219.082411,2534.527275,5.38231,1.78299,5.76675,92.81894716220312,89.9853090119602,-4.41464,Shadow
Pitcher 2,2024-02-27,StrikeCalled,Fastball,1.93175,-0.36671,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,94.15182,17.21147,19.1069,229.84208,2002.737305,6.02287,1.4949,5.89319,211.24405451989264,107.14176687275368,-5.879412,Heart
Pitcher 2,2024-02-27,InPlay,Fastball,2.15886,0.18135,Out,-56.935476,GroundBall,78.27452,1,0,0.207,2,0,-0.24041866199999998,Right,93.53557,16.77009,18.75958,230.165115,2113.047621,6.03451,1.56856,5.63704,190.17829417006052,104.0899323605344,-5.733413,Heart
Pitcher 2,2024-02-27,BallCalled,Fastball,2.21421,1.49118,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,93.23304,19.08592,17.8367,224.720957,1984.381195,6.00173,1.67206,5.83364,205.78633363125527,106.3510970517075,-5.429385,Chase
Pitcher 2,2024-02-27,FoulBall,Fastball,2.0991,0.88024,Undefined,37.303448,Undefined,71.26031,0,1,0.34,2,0,-0.054525726,Left,92.29092,20.08611,13.73513,215.854188,2041.989294,6.07774,1.55961,5.46313,164.5652352497268,100.37932254258862,-5.596888,Shadow
Pitcher 2,2024-02-27,FoulBall,Fastball,2.02777,0.40257,Undefined,NA,Undefined,NA,1,1,NA,3,0,-0.06520830700000001,Left,93.86767,22.09186,13.00761,211.786958,2127.837865,6.0879200000000004,1.51554,5.75636,292.7931470372206,118.95593027590503,-5.429589,Heart
Pitcher 2,2024-02-27,FoulBall,Fastball,1.4136,0.77202,Undefined,18.94861,Undefined,59.51976,2,1,0.266,5,0,0,Left,94.35919,18.19284,19.76454,229.109113,2177.654173,6.07473,1.46451,5.71511,227.81833376475515,109.54291245566324,-6.37707,Shadow
Pitcher 2,2024-02-27,InPlay,Fastball,2.52099,0.20276,Out,27.745739,FlyBall,91.39994,0,1,0.177,2,0,-0.32324804199999996,Right,93.0427,19.48269,14.59918,218.404431,1957.351151,6.08888,1.35698,5.76945,182.38940283543477,102.9615416928258,-5.167856,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,3.77725,0.04643,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,90.5169,22.21883,-13.99095,146.218301,2106.932014,6.0209,-0.56871,4.45407,233.67990408167594,110.39208866824279,-3.809753,Shadow
Pitcher 3,2024-03-02,StrikeCalled,Fastball,1.84698,-0.66227,Undefined,NA,Undefined,NA,0,1,NA,2,0,-0.054525726,Left,90.64513,18.6934,-17.03237,135.650154,2327.517753,6.00943,-0.65985,4.81088,163.5120569509279,100.22674671212161,-6.086966,Shadow
Pitcher 3,2024-03-02,InPlay,Fastball,2.1801,0.30818,Out,32.374569,FlyBall,100.17421,1,2,1.073,4,0,-0.31854501799999996,Left,91.49944,22.31903,-14.07079,146.287265,2308.831419,5.98088,-0.88572,4.78795,276.9834937501242,116.6655574279026,-5.325123,Heart
Pitcher 3,2024-03-02,BallinDirt,Fastball,0.15446,0.85906,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,91.63883,19.16741,-18.95749,133.309336,2498.027517,5.9729,-0.67293,4.54411,216.46013922098413,107.89743042560411,-7.712121,Waste
Pitcher 3,2024-03-02,InPlay,Fastball,1.92738,0.38747,Double,15.737064,LineDrive,106.02341,2,1,0.706,4,1.25,0.832485991,Left,92.41556,14.9193,-16.22753,130.199161,2402.282707,5.89643,-0.69087,4.98288,117.38634467471347,93.54443198492643,-6.087405,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,3.74041,-0.29439,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,91.80481,17.64556,-16.01839,135.536666,2358.119028,6.00091,-0.98657,4.76361,164.6178615982215,100.3869466161526,-4.149249,Shadow
Pitcher 3,2024-03-02,StrikeCalled,Fastball,2.56418,-0.03198,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,90.82678,16.33292,-17.01564,131.36958,2400.722812,5.95194,-0.76789,4.85726,110.66936106353253,92.57133051305023,-5.509758,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,1.15878,0.42517,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,90.87648,21.70226,-18.10682,138.362236,2404.054547,5.98588,-0.67106,4.66305,272.6754627520427,116.0414452448472,-6.52928,Chase
Pitcher 3,2024-03-02,FoulBall,Fastball,3.17727,-0.49,Undefined,79.836105,Undefined,92.82399,0,1,0.008,2,0,-0.054525726,Left,90.45494,18.66182,-15.46308,138.495057,2359.308084,6.04727,-0.70531,4.60557,137.26511532761955,96.4243051692577,-4.720499,Shadow
Pitcher 3,2024-03-02,BallCalled,Fastball,1.24247,1.95781,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,89.28726,19.10714,-12.04095,145.995266,2213.300972,6.00264,-0.69281,4.59437,86.64753704847776,89.09124575189486,-6.750759,Waste
Pitcher 3,2024-03-02,FoulBall,Fastball,2.68133,0.89003,Undefined,NA,Undefined,NA,0,1,NA,2,0,-0.054525726,Left,89.29347,19.04674,-13.57079,142.51147,2147.750716,5.99004,-0.79085,4.58388,99.37877365197348,90.93564284958077,-5.289956,Shadow
Pitcher 3,2024-03-02,InPlay,Fastball,3.45171,-0.39027,Out,39.051051,FlyBall,96.29945,2,2,0.165,5,0,-0.24428350499999998,Left,89.96281,20.47517,-13.64202,144.722911,2375.20081,6.061,-0.62043,4.5264,173.5090181009705,101.67502441719188,-4.325048,Shadow
Pitcher 3,2024-03-02,BallCalled,Fastball,3.37289,-0.7254,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,89.85155,19.31194,-11.73827,147.025929,2277.600613,5.97026,-0.9248,4.92011,119.79891280678058,93.89394506046949,-4.4239,Shadow
Pitcher 3,2024-03-02,StrikeCalled,Fastball,1.65726,-0.33435,Undefined,NA,Undefined,NA,0,1,NA,2,0,-0.054525726,Right,89.85416,20.58777,-13.13642,145.915589,2302.931858,5.89348,-0.86888,5.01538,177.43457993652126,102.24372760618833,-6.006904,Shadow
Pitcher 3,2024-03-02,InPlay,Fastball,2.61721,-0.40829,Out,63.814176,Popup,95.97028,1,0,0.015,2,0,-0.24041866199999998,Left,89.86776,20.19678,-13.42572,144.542029,2320.919492,6.0376,-0.64485,4.66783,141.42512898140046,97.02697381397212,-5.263404,Heart
Pitcher 3,2024-03-02,StrikeCalled,Fastball,2.43422,0.27521,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,89.32562,17.72926,-12.05831,143.65584,2331.84913,6.04214,-0.54848,4.4447,73.50948073861736,87.18791195315868,-5.707475,Heart
Pitcher 3,2024-03-02,StrikeCalled,Fastball,2.44808,0.97249,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,90.60513,19.683,-9.46717,152.868916,2362.30983,5.97477,-0.65836,4.78477,137.67440174083754,96.48359922655723,-5.313748,Shadow
Pitcher 3,2024-03-02,StrikeCalled,Fastball,1.86984,0.07489,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,90.29847,18.78611,-14.71879,140.035944,2309.375492,5.95061,-0.66175,4.71897,131.92180080621353,95.65020960397709,-5.994661,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,2.32422,1.33249,Undefined,NA,Undefined,NA,1,0,NA,2,0,0.028303653999999998,Left,90.4601,18.29257,-12.67241,143.407888,2377.023031,5.92884,-0.74221,4.56019,115.4249051347057,93.260274718233,-5.534196,Chase
Pitcher 3,2024-03-02,BallCalled,Fastball,0.86153,0.38878,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Left,90.5382,17.19288,-13.2832,140.293398,2377.129351,5.96923,-0.73702,4.70751,95.02501026962663,90.30490533393309,-7.175597,Chase
Pitcher 3,2024-03-02,StrikeCalled,Fastball,2.28119,1.19604,Undefined,NA,Undefined,NA,2,0,NA,3,0,-0.18075752399999997,Left,90.05468,19.40922,-11.18016,148.119819,2391.313353,6.02025,-0.43755,4.6759,97.78448360824635,90.7046751893998,-5.691587,Chase
Pitcher 3,2024-03-02,FoulBall,Fastball,2.51256,0.40706,Undefined,-8.850941,Undefined,28.78587,0,0,0.287,1,0,-0.045277334999999995,Right,89.65776,15.77288,-14.43505,135.024169,2325.735389,5.98261,-0.74789,4.79877,66.8447941042154,86.2223868381748,-5.707919,Heart
Pitcher 3,2024-03-02,StrikeCalled,Fastball,1.90927,-0.42847,Undefined,NA,Undefined,NA,1,0,NA,2,0,-0.059661138,Right,89.72969,18.40257,-11.40993,146.244454,2290.201597,6.09539,-0.75108,4.73664,103.47601516933699,91.52921758222446,-6.219435,Heart
Pitcher 3,2024-03-02,FoulBall,Fastball,2.41288,-0.76486,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,90.15508,19.50277,-12.50095,145.291084,2342.571617,6.0433,-0.74051,4.85281,124.96068388621687,94.64174010146475,-5.571856,Shadow
Pitcher 3,2024-03-02,FoulBall,Fastball,2.85703,0.00618,Undefined,44.969887,Undefined,82.06019,1,0,0.006,2,0,-0.059661138,Right,90.85316,18.73962,-10.79674,148.266368,2422.993343,5.94839,-0.51755,4.62061,115.87806947199071,93.32592544914738,-4.960409,Heart
Pitcher 3,2024-03-02,InPlay,Fastball,2.84008,0.0175,Single,10.701773,LineDrive,100.96115,2,0,0.803,3,0.9,0.566242476,Right,91.74333,17.52166,-13.863,139.59395,2378.912943,6.0296,-0.42587,4.65205,135.53157914375072,96.17316467082543,-5.095843,Heart
Pitcher 3,2024-03-02,InPlay,Fastball,2.07245,-0.03547,Out,-10.37819,GroundBall,92.8407,0,0,0.17,1,0,-0.285695997,Right,90.44688,18.26119,-15.42879,137.679319,2367.88525,5.96282,-0.55835,4.68826,140.37336098209735,96.87460229612437,-5.874017,Heart
Pitcher 3,2024-03-02,StrikeCalled,Fastball,3.01379,0.73686,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,89.64137,20.92903,-14.33225,143.88686,2414.291567,6.04745,-0.60942,4.5548,154.39849308317264,98.90644835692116,-4.787369,Shadow
Pitcher 3,2024-03-02,StrikeCalled,Fastball,1.97149,0.37533,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,90.28735,18.40363,-15.73713,137.434512,2411.825764,5.9596,-0.59001,4.72813,149.30566662853937,98.16864144746788,-5.952734,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,2.36092,1.40953,Undefined,NA,Undefined,NA,1,0,NA,2,0,0.028303653999999998,Left,90.54516,17.96658,-13.81276,140.433072,2317.38448,5.94009,-0.5962,4.75041,118.03904611115692,93.6389900135394,-5.541974,Chase
Pitcher 3,2024-03-02,StrikeSwinging,Fastball,2.80633,-0.16569,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,91.18466,21.16422,-14.32402,144.26401,2253.795031,5.89479,-0.85425,5.19076,239.74318857355513,111.27048757539966,-4.705984,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,2.15883,-1.33533,Undefined,NA,Undefined,NA,1,0,NA,2,0,0.028303653999999998,Right,90.16457,21.50013,-14.70843,143.967396,2273.164682,5.90541,-0.82638,5.23941,213.86049226771752,107.52081490545139,-5.438902,Chase
Pitcher 3,2024-03-02,BallCalled,Fastball,1.10454,0.16909,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Right,89.21214,22.47356,-15.69627,143.376376,2276.826573,5.98684,-0.73735,4.82618,206.13606613174287,106.40176342677813,-6.633688,Chase
Pitcher 3,2024-03-02,InPlay,Fastball,2.0441,-0.88504,Out,33.269186,FlyBall,93.53882,2,2,0.25,6,0,-0.24428350499999998,Right,89.89444,19.39694,-14.09859,142.215218,2359.72922,5.89843,-0.70878,5.06371,117.54289090976809,93.56711111897923,-5.724882,Shadow
Pitcher 3,2024-03-02,FoulBall,Fastball,2.67305,-0.19858,Undefined,NA,Undefined,NA,0,1,NA,2,0,-0.054525726,Left,89.05578,21.34588,-10.84469,151.553485,2388.214445,5.96615,-0.62084,4.89625,156.06636847252778,99.14807645819954,-5.071286,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,3.44625,1.18711,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Left,89.63413,19.93533,-10.77418,149.984576,2422.170884,5.95139,-0.53038,4.72275,114.12559595684444,93.07204146554285,-4.321742,Chase
Pitcher 3,2024-03-02,FoulBall,Fastball,2.85127,0.29361,Undefined,56.660415,Undefined,73.83412,1,3,0.051,5,0,-0.089749827,Left,89.59488,18.0843,-15.25804,137.7182,2329.857297,5.84722,-0.69447,4.89709,109.29370382710319,92.37203658008033,-5.004106,Heart
Pitcher 3,2024-03-02,BallCalled,Fastball,0.95963,1.12401,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,88.21349,19.89399,-10.74406,149.972376,2290.46073,5.93537,-0.86132,5.02588,103.80251235921777,91.57651781614308,-7.003462,Chase
Pitcher 3,2024-03-02,InPlay,Fastball,2.91412,0.18689,FieldersChoice,NA,Bunt,NA,0,1,NA,2,0,-0.32324804199999996,Left,88.82708,13.3017,-17.12714,125.035786,2189.091735,5.91674,-0.66162,4.77149,54.23854690575342,84.39609717993608,-5.476847,Heart
Pitcher 3,2024-03-02,FoulBall,Fastball,2.99384,-0.55502,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,88.20713,19.04497,-13.21339,143.246399,2189.208776,6.05787,-0.67088,4.7984,72.58370285527583,87.05379284954637,-5.101959,Heart
Pitcher 2,2024-03-02,InPlay,Fastball,2.97877,0.5614,Out,58.006814,Popup,67.54649,0,1,0.018,2,0,-0.32324804199999996,Right,92.04963,18.33225,19.48552,228.779064,2032.249102,5.83157,1.4577,5.29898,174.03540830514117,101.75128351087301,-4.658546,Shadow
Pitcher 2,2024-03-02,InPlay,Fastball,2.02225,0.63414,Out,40.727335,FlyBall,83.72602,0,0,0.016,1,0,-0.285695997,Left,91.90553,18.9608,16.39013,222.624066,2140.659598,5.90908,1.4824,5.49352,139.8387922064189,96.7971583581094,-5.65376,Shadow
Pitcher 2,2024-03-02,FoulBall,Fastball,2.68956,0.67756,Undefined,35.442686,Undefined,78.15484,0,0,0.048,1,0,-0.045277334999999995,Left,92.92208,18.78792,14.75343,219.844453,1933.3796,5.97724,1.40914,5.12195,136.61362419319914,96.32992247927116,-4.960359,Shadow
Pitcher 2,2024-03-02,BallCalled,Fastball,2.52233,1.28268,Undefined,NA,Undefined,NA,1,0,NA,2,0,0.028303653999999998,Left,93.66033,19.88623,15.02229,218.60442,2075.968457,5.86946,1.58672,5.52048,221.6079496481256,108.64320296184383,-4.865565,Chase
Pitcher 2,2024-03-02,InPlay,Fastball,3.05947,0.25598,Out,43.315671,FlyBall,91.4598,1,1,0.009,3,0,-0.26872231599999996,Left,92.46487,19.01568,15.12662,220.137885,2064.207824,5.94652,1.37404,5.09702,128.98722299704684,95.22507204957218,-4.531814,Heart
Pitcher 2,2024-03-02,FoulBall,Fastball,3.0341,1.62945,Undefined,NA,Undefined,NA,1,0,NA,2,0,-0.059661138,Right,92.98156,17.55296,17.22316,226.307039,2020.494476,6.05679,1.48929,5.31803,143.31759900785744,97.30113934344601,-4.780398,Chase
Pitcher 2,2024-03-02,FoulBall,Fastball,2.81198,0.25378,Undefined,63.98408,Undefined,68.33287,2,2,0.005,5,0,0,Right,92.79365,21.97013,12.33036,210.706184,2232.387578,5.9083,1.47731,4.99519,234.0898339696126,110.45147594687978,-4.531719,Heart
Pitcher 2,2024-03-02,InPlay,Fastball,2.85134,1.20895,Single,27.95828,FlyBall,68.31753,2,2,0.873,6,0.9,0.502716495,Right,93.56997,18.32344,15.82591,222.551236,2006.725115,5.95266,1.37493,5.1823,171.346285155198,101.36170541350945,-4.757277,Chase
Pitcher 2,2024-03-02,FoulBall,Fastball,2.26302,0.54897,Undefined,36.87882,Undefined,64.35527,0,0,0.625,1,0,-0.045277334999999995,Right,92.47545,21.09107,15.03005,216.964522,2173.603595,5.98246,1.62886,5.34677,231.88246342097565,110.1316902135516,-5.241452,Heart
Pitcher 2,2024-03-02,StrikeSwinging,Fastball,2.70647,0.05091,Undefined,NA,Undefined,NA,1,0,NA,2,0,-0.059661138,Right,91.39728,20.90714,10.76638,208.707304,2031.691719,5.95532,1.58101,5.12508,186.48604565456336,103.55502969098161,-4.882319,Heart
Pitcher 2,2024-03-02,FoulBall,Fastball,2.31758,-1.22493,Undefined,19.656613,Undefined,79.57966,2,0,0.862,3,0,0,Right,94.33426,18.33434,16.30619,223.51309,2207.580833,5.9658,1.47122,5.1855,172.6342507048969,101.54829529442738,-5.326159,Chase
Pitcher 2,2024-03-02,InPlay,Fastball,1.58612,0.0906,Out,-29.197871,GroundBall,85.92207,2,3,0.051,7,0,-0.332505049,Right,92.9548,20.79206,14.88591,217.264973,2165.808922,5.86395,1.61911,5.38143,217.33139631492713,108.02365100459842,-5.877633,Shadow
Pitcher 2,2024-03-02,StrikeSwinging,Fastball,3.29603,0.33326,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,91.62797,21.10092,13.86509,214.888551,2032.240531,5.88415,1.34381,5.30882,208.07134297982705,106.68213045733391,-4.138682,Shadow
Pitcher 2,2024-03-02,BallCalled,Fastball,4.09882,0.40669,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,92.66066,21.02848,15.02312,217.167122,2160.268026,5.97806,1.3756,4.9791,199.8463405050893,105.49055958599371,-3.346797,Chase
Pitcher 2,2024-03-02,BallCalled,Fastball,3.8641200000000002,-0.68624,Undefined,NA,Undefined,NA,0,1,NA,2,0,0.06134265,Right,92.37213,22.08415,13.75284,213.379671,2194.137255,5.95142,1.33816,5.15064,256.75178740044987,113.73455381570619,-3.483358,Chase
Pitcher 2,2024-03-02,StrikeCalled,Fastball,3.04972,0.11546,Undefined,NA,Undefined,NA,0,2,NA,3,0,-0.066045674,Right,91.76727,20.70848,16.07383,219.496484,2152.466291,5.82303,1.45062,5.38109,193.3943364776892,104.5558461820242,-4.355298,Heart
Pitcher 2,2024-03-02,BallCalled,Fastball,3.88174,-0.64794,Undefined,NA,Undefined,NA,1,2,NA,4,0,0.103709858,Right,92.47014,18.96214,15.17288,220.402066,2093.642484,5.89211,1.3933,5.16612,135.78804558358186,96.21031942428814,-3.639146,Chase
Pitcher 2,2024-03-02,StrikeCalled,Fastball,1.8894,-0.18108,Undefined,NA,Undefined,NA,1,3,NA,5,0,-0.089749827,Right,93.16719,21.328,15.04162,216.697875,2207.07502,5.81044,1.37655,5.23578,257.73282686535754,113.87667876382744,-5.406396,Heart
Pitcher 2,2024-03-02,StrikeSwinging,Fastball,3.49698,-0.29862,Undefined,NA,Undefined,NA,2,3,NA,6,0,-0.332505049,Right,91.7705,22.39411,11.85316,209.18567,2145.819601,5.80399,1.43167,5.27511,234.4384718431582,110.50198374138061,-3.701065,Shadow
Pitcher 2,2024-03-02,BallinDirt,Fastball,0.6645,0.06142,Undefined,NA,Undefined,NA,0,2,NA,3,0,0.10037003900000001,Right,92.58457,17.40064,18.29052,228.388246,2255.988643,5.77124,1.64583,5.49605,147.60332492904348,97.92202014997682,-7.043636,Chase
Pitcher 2,2024-03-02,StrikeCalled,Fastball,2.60574,0.86314,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,91.87112,21.9158,11.26497,208.487462,2167.214258,5.91961,1.54881,5.64787,237.00448401075442,110.87372652976313,-4.787588,Shadow
Pitcher 1,2024-03-03,BallCalled,Fastball,3.12573,0.88627,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Left,90.38732,22.13934,5.28402,194.145598,2448.956247,5.83734,1.56045,5.72096,231.992058765359,110.14756748780201,-4.220883,Shadow
Pitcher 1,2024-03-03,StrikeSwinging,Fastball,3.33565,0.38667,Undefined,NA,Undefined,NA,2,2,NA,6,0,-0.24428350499999998,Left,89.38904,17.91655,5.26339,197.355036,2459.116554,5.68706,1.59574,5.50764,108.29041085616255,92.2266877265979,-4.23988,Shadow
Pitcher 1,2024-03-03,BallCalled,Fastball,4.93795,0.66295,Undefined,NA,Undefined,NA,2,0,NA,3,0,0.022756484999999993,Right,89.97963,17.75473,8.15185,205.908876,2412.374942,5.54679,1.5297,5.80119,105.57689157318732,91.83357531765407,-2.307563,Waste
Pitcher 1,2024-03-03,StrikeCalled,Fastball,2.89077,-0.67651,Undefined,NA,Undefined,NA,0,1,NA,2,0,-0.054525726,Right,90.56439,17.12698,7.79422,205.807357,2472.413682,5.58465,1.63538,5.24257,93.38907003570131,90.06790373594134,-4.576703,Shadow
