Pitcher,Date,PitchCall,TaggedPitchType,PlateLocHeight,PlateLocSide,PlayResult,Angle,TaggedHitType,ExitSpeed,Strikes,Balls,xwOBACON_value,PitchofPA,woba_value,Run_Value,BatterSide,RelSpeed,InducedVertBreak,HorzBreak,SpinAxis,SpinRate,RelHeight,RelSide,Extension,wStuff_plus_2,Stuff_plus,VertApprAngle,pitchzone
Pitcher 1,2023-10-05,BallCalled,Fastball,3.4817,-0.32934,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,92.18313,19.01879,4.00618,192.588219,2463.35706,4.81932,1.79734,5.57677,286.72808932494604,118.07727447912679,-2.898006,Shadow
Pitcher 1,2023-10-05,StrikeCalled,Fastball,1.93747,-0.44114,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,92.93299,18.77194,10.34138,210.26796,2685.464473,4.72186,1.81987,5.59859,214.4092551280366,107.60031516598478,-4.400796,Heart
Pitcher 1,2023-10-05,InPlay,Fastball,2.12706,-0.31023,Double,23.292384,FlyBall,102.62314,0,0,1.242,2,1.25,0.750304003,Right,92.34531,19.29036,12.03217,213.440751,2529.355031,4.74683,1.82945,5.58985,290.6867588247251,118.65077403486401,-4.221653,Heart
Pitcher 1,2023-10-05,FoulBall,Fastball,2.83385,0.85322,Undefined,83.607438,Undefined,64.67338,0,0,0.001,1,0,-0.045277334999999995,Right,91.96587,16.93178,12.68351,218.625477,2507.117193,4.73502,1.6736,5.78226,196.65817165789232,105.02868384274593,-3.677881,Shadow
Pitcher 1,2023-10-05,FoulBall,Fastball,2.17286,1.23163,Undefined,NA,Undefined,NA,1,0,NA,2,0,-0.059661138,Right,92.46937,15.51312,16.24316,228.48705,2682.73478,4.70979,1.92357,5.85077,190.99585229712181,104.2083734738138,-4.48694,Chase
Pitcher 1,2023-10-05,BallCalled,Fastball,1.76326,-1.46048,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Right,92.87751,15.29926,9.30981,213.001914,2650.482263,4.59097,1.76714,5.68084,182.03523795119878,102.91023319036597,-4.720371,Chase
Pitcher 3,2023-10-05,BallCalled,Fastball,3.36436,-0.69258,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,90.95407,17.98973,-15.96143,136.021659,2388.353242,5.4346,-2.32483,4.41175,216.16076140814442,107.85405902451323,-4.03692,Shadow
Pitcher 3,2023-10-05,FoulBall,Fastball,1.51082,-0.60921,Undefined,38.924522,Undefined,83.03255,0,1,0.016,2,0,-0.054525726,Right,89.97545,15.21741,-19.65643,125.062409,2300.753568,5.49925,-2.10844,4.81491,144.01901845397012,97.40275523756233,-6.319316,Shadow
Pitcher 3,2023-10-05,FoulBall,Fastball,2.18723,-0.96725,Undefined,71.204817,Undefined,77.82573,1,2,0.004,4,0,-0.074261513,Right,89.0713,19.09316,-18.73359,133.343583,2286.84752,5.44983,-2.29535,4.59749,209.17643642416084,106.84222732811561,-5.277759,Shadow
Pitcher 3,2023-10-05,InPlay,Fastball,1.72222,0.22142,Out,18.565877,LineDrive,87.05686,2,2,0.656,5,0,-0.24428350499999998,Right,89.32726,7.64831,-12.68107,116.724902,1773.202394,5.40659,-2.25614,4.66048,79.1703269310991,88.00800890155666,-6.63628,Shadow
Pitcher 3,2023-10-05,BallCalled,Fastball,2.48864,-1.86058,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Right,89.97588,8.5841,-15.63891,115.034711,1926.349433,5.46263,-2.30535,4.44085,90.2281656062901,89.60997783783434,-5.78179,Waste
Pitcher 3,2023-10-05,InPlay,Fastball,2.67669,-0.97141,Out,-3.994101,GroundBall,67.23664,1,2,0.084,4,0,-0.31854501799999996,Right,90.04597,12.7015,-17.74403,122.911084,1999.281344,5.38315,-2.26353,4.7347,90.13963993889905,89.59715296550718,-5.110546,Shadow
Pitcher 3,2023-10-05,StrikeCalled,Fastball,2.97618,-0.4994,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,90.28939,10.50528,-20.45588,114.255811,2213.218232,5.47533,-2.2774,4.30213,139.48112047746991,96.74534181276167,-5.107933,Heart
Pitcher 3,2023-10-05,BallCalled,Fastball,2.01147,-2.11521,Undefined,NA,Undefined,NA,2,0,NA,3,0,0.022756484999999993,Right,90.63185,10.2739,-23.87966,110.526709,2334.128855,5.47022,-2.22782,4.41814,195.74403062901183,104.89625059112606,-6.117206,Waste
Pitcher 3,2023-10-05,StrikeCalled,Fastball,1.49883,-0.61978,Undefined,NA,Undefined,NA,2,1,NA,5,0,-0.20351400899999997,Right,90.93688,15.84001,-15.34709,133.392691,1977.971097,5.4019,-2.2368,4.58265,150.58078468336976,98.3533700887446,-6.07496,Shadow
Pitcher 3,2023-10-05,StrikeSwinging,Fastball,2.62569,-0.08227,Undefined,NA,Undefined,NA,2,1,NA,5,0,-0.20351400899999997,Right,91.37433,14.29493,-16.38406,128.613673,2082.461655,5.43345,-2.15633,4.59896,134.26050267271586,95.9890215410473,-4.9932,Heart
Pitcher 3,2023-10-05,BallCalled,Fastball,0.53591,-0.41648,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Right,89.7997,17.6619,-15.73532,136.152594,2068.163541,5.42847,-1.98349,4.80516,149.72313418171197,98.22912072119674,-6.9956,Chase
Pitcher 3,2023-10-05,FoulBall,Fastball,2.81357,-0.18083,Undefined,71.281498,Undefined,73.42111,1,3,0.004,5,0,-0.089749827,Right,89.67999,20.97182,-16.00965,140.743167,2252.817866,5.45198,-2.00994,4.83458,237.46991030602516,110.94115367253954,-4.406676,Heart
Pitcher 3,2023-10-05,BallCalled,Fastball,4.60938,-0.34672,Undefined,NA,Undefined,NA,0,1,NA,2,0,0.06134265,Right,89.52818,10.34264,-19.09513,115.028611,2144.921767,5.28343,-2.41346,4.49694,136.0891595191489,96.25394234059465,-3.333306,Waste
Pitcher 3,2023-10-05,StrikeCalled,Fastball,3.29704,-0.14892,Undefined,NA,Undefined,NA,1,3,NA,5,0,-0.089749827,Right,88.43761,8.37575,-16.82284,112.770029,1966.97853,5.23272,-2.3702,4.98159,75.98638206231598,87.54674509364321,-4.828671,Shadow
Pitcher 3,2023-10-05,StrikeSwinging,Fastball,2.5126,-1.1189,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,88.54892,15.41139,-16.73477,130.0305,2053.977901,5.32964,-2.25207,4.88554,118.41003212499304,93.69273542323617,-5.141485,Chase
Pitcher 3,2023-10-05,InPlay,Fastball,2.44073,-0.47266,FieldersChoice,0.982105,GroundBall,95.21925,1,0,0.376,2,0,-0.24041866199999998,Left,88.02047,18.82844,-12.93761,143.410095,2096.006207,5.46993,-1.91172,4.91693,126.20409738963713,94.82187564747306,-5.117656,Heart
Pitcher 1,2023-10-13,BallCalled,Fastball,1.16618,-1.49722,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,92.95028,21.11359,10.6928,208.136877,2564.193148,4.80627,1.70702,5.77561,361.40979688521304,128.89654749747316,-5.129245,Chase
Pitcher 1,2023-10-13,StrikeSwinging,Fastball,2.90072,-0.04726,Undefined,NA,Undefined,NA,1,1,NA,3,0,-0.06520830700000001,Right,92.88167,17.64013,11.94599,215.804518,2594.848515,4.71234,1.78173,5.69122,235.8843714167756,110.71145380781492,-3.480222,Heart
Pitcher 1,2023-10-13,FoulBall,Fastball,3.10757,0.876,Undefined,NA,Undefined,NA,2,1,NA,4,0,0,Right,93.05101,15.37709,12.89339,222.047602,2622.150325,4.73774,1.75909,5.82647,179.65730014605327,102.56573707244105,-3.475527,Shadow
Pitcher 1,2023-10-13,FoulBall,Fastball,3.44344,0.04069,Undefined,59.350711,Undefined,74.94012,1,1,0.026,3,0,-0.06520830700000001,Right,92.75066,17.54808,12.76831,217.740148,2648.491708,5.48499,1.73514,5.6601,156.54079216038522,99.21680706938915,-3.729027,Shadow
Pitcher 1,2023-10-13,InPlay,Fastball,2.9117,-1.07766,Error,-35.307611,Bunt,32.36516,0,0,0.222,1,0,-0.001695997,Right,91.58953,17.6095,9.51607,209.999033,2649.747745,5.56423,1.80936,5.42367,134.65539329607358,96.04623005443118,-4.478316,Shadow
Pitcher 1,2023-10-13,BallCalled,Fastball,2.68807,-2.21952,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Right,91.68308,16.86336,9.44028,210.868266,2603.968658,5.60847,1.70317,5.51094,101.55036562856475,91.25024527695874,-4.797176,Waste
Pitcher 1,2023-10-13,InPlay,Fastball,2.56837,-0.37495,Out,21.369479,LineDrive,96.62977,1,3,0.4,5,0,-0.422254876,Right,92.48506,19.77379,5.28634,195.805493,2628.27343,5.67747,1.84698,5.48748,215.70067041014084,107.7874048158281,-4.70274,Heart
Pitcher 3,2023-10-13,StrikeCalled,Fastball,2.27415,0.01138,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,89.73393,17.74391,-16.06961,135.811087,2270.887868,5.62581,-2.2096,4.74936,145.01915609036828,97.54764697206618,-5.359077,Heart
Pitcher 3,2023-10-13,StrikeCalled,Fastball,2.83524,-0.3574,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,87.435,21.12249,-13.74123,145.209565,2215.495545,5.48686,-2.32414,4.60733,193.2382282128504,104.53323049750269,-4.544888,Heart
Pitcher 3,2023-10-13,FoulBall,Fastball,2.47902,0.47838,Undefined,38.088295,Undefined,62.5423,1,0,0.423,2,0,-0.059661138,Right,88.63298,18.68044,-16.64414,136.291718,2220.023939,5.67543,-2.05849,4.67997,158.03989872959133,99.43398532877413,-5.211462,Heart
Pitcher 3,2023-10-13,InPlay,Fastball,2.17471,0.73352,Out,33.544741,LineDrive,75.80491,2,0,0.142,3,0,-0.18075752399999997,Right,88.49034,17.04777,-14.52835,137.273406,2232.944248,5.62637,-2.18724,4.76873,100.94245291713659,91.16217587132877,-5.650461,Shadow
Pitcher 3,2023-10-13,BallCalled,Fastball,3.18717,-0.66803,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,88.14169,14.6491,-15.65217,130.412102,2142.501627,5.50896,-2.71663,4.78418,77.56915298670701,87.77604395833063,-4.707289,Shadow
Pitcher 3,2023-10-13,InPlay,Fastball,2.97186,0.02121,Out,2.486079,GroundBall,84.84374,2,2,0.303,5,0,-0.24428350499999998,Right,88.19672,17.5004,-20.18757,128.762089,2247.211457,5.44451,-2.37658,4.75515,179.5681600151301,102.5528231816791,-4.598505,Heart
Pitcher 3,2023-10-13,StrikeCalled,Fastball,1.65216,0.20517,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,89.03728,21.44096,-19.80875,135.383172,2328.830437,5.71258,-2.22192,4.73376,241.08170977500308,111.46440154432736,-5.885183,Shadow
Pitcher 3,2023-10-13,StrikeCalled,Fastball,3.14502,0.80442,Undefined,NA,Undefined,NA,1,0,NA,2,0,-0.059661138,Right,88.23113,14.72162,-13.89745,133.760484,2086.050651,5.8497,-2.04937,4.6049,69.12911359717265,86.55332030318014,-5.136963,Shadow
Pitcher 3,2023-10-13,InPlay,Fastball,2.28239,0.56291,HomeRun,28.675986,FlyBall,104.15106,2,0,1.833,3,2,1.4812424759999998,Right,87.40806,15.6769,-12.80453,138.012965,2055.347432,5.91654,-1.93534,4.59879,44.20156827234722,82.94202207022465,-6.089112,Shadow
Pitcher 3,2023-10-13,FoulBall,Fastball,1.98337,-0.44319,Undefined,9.46233,Undefined,73.72474,0,0,0.282,1,0,-0.045277334999999995,Right,88.17284,15.23347,-20.57733,123.992586,2202.159004,5.54164,-2.22974,4.76523,137.59337993136077,96.47186145159458,-5.958112,Heart
Pitcher 3,2023-10-13,InPlay,Fastball,2.04224,-0.30764,Out,28.529853,LineDrive,86.54845,1,1,0.079,3,0,-0.26872231599999996,Right,88.86139,17.3678,-17.29088,132.514188,2232.961263,5.58992,-2.1658,4.69986,152.5637025378045,98.64063895739989,-5.783227,Heart
Pitcher 1,2023-10-17,BallCalled,Fastball,2.96891,-1.03461,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,91.00205,20.46257,7.99996,202.619473,2507.921353,5.28246,1.71615,5.53549,283.209686529662,117.56755715109205,-3.957892,Shadow
Pitcher 1,2023-10-17,BallCalled,Fastball,3.5512,0.07329,Undefined,NA,Undefined,NA,0,1,NA,2,0,0.06134265,Right,91.45992,20.30749,7.33052,200.966119,2652.806936,5.37589,1.71936,5.62447,249.01773315218173,112.61410749512376,-3.383298,Shadow
Pitcher 1,2023-10-17,StrikeSwinging,Fastball,2.12898,-0.66453,Undefined,NA,Undefined,NA,0,2,NA,3,0,-0.066045674,Right,91.34038,19.69493,12.74705,214.690855,2531.52481,5.27487,1.73308,5.62458,225.7970539422068,109.25008601983252,-4.894313,Shadow
Pitcher 1,2023-10-17,BallCalled,Fastball,3.5794,-0.83643,Undefined,NA,Undefined,NA,1,2,NA,4,0,0.103709858,Right,90.77037,22.78765,10.17264,205.286376,2536.484265,5.26231,1.74217,5.30946,300.50132789394775,120.0726282718155,-3.103203,Shadow
Pitcher 1,2023-10-17,BallCalled,Fastball,1.80308,-1.15253,Undefined,NA,Undefined,NA,1,3,NA,5,0.7,0.186745124,Right,91.68288,20.72659,10.19965,207.646577,2484.495145,5.30998,1.77104,5.67253,259.36093946632735,114.11254635858332,-5.154392,Chase
Pitcher 1,2023-10-17,StrikeSwinging,Fastball,3.39597,0.75669,Undefined,NA,Undefined,NA,1,1,NA,3,0,-0.06520830700000001,Right,91.53563,20.24655,11.98257,212.255495,2549.097226,5.28337,1.89196,5.64431,247.3815691644497,112.37707348151643,-3.486541,Shadow
Pitcher 1,2023-10-17,BallCalled,Fastball,1.23502,-0.20832,Undefined,NA,Undefined,NA,2,1,NA,4,0,0.04076949600000001,Right,90.94623,18.60029,11.9243,214.550502,2510.303613,5.23254,1.70558,5.79421,194.33404472866755,104.69198340299927,-5.919891,Shadow
Pitcher 1,2023-10-17,FoulBall,Fastball,3.45975,-0.31315,Undefined,59.328445,Undefined,74.01244,2,3,0.026,6,0,0,Right,90.6108,19.6195,8.88788,205.814934,2579.087367,5.41788,1.6466,5.69603,207.52259252100856,106.60263199342816,-3.666221,Shadow
Pitcher 1,2023-10-17,BallCalled,Fastball,1.94436,-1.4987,Undefined,NA,Undefined,NA,2,3,NA,7,0.7,0.276494951,Right,90.82701,17.26399,8.98733,209.183119,2533.70878,5.33354,1.52554,5.67055,116.32403505607951,93.39053328376536,-5.351394,Chase
Pitcher 1,2023-10-17,BallCalled,Fastball,3.2928,-0.97739,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,90.83607,17.85489,8.73662,207.601675,2571.078412,5.2531,1.64507,5.69339,157.70888782646907,99.38603118511666,-3.768459,Shadow
Pitcher 1,2023-10-17,BallCalled,Fastball,2.57116,-1.28195,Undefined,NA,Undefined,NA,0,1,NA,2,0,0.06134265,Right,91.21072,19.17399,7.73839,203.227864,2580.475897,5.32375,1.71185,5.73532,223.10927765917262,108.86070304549551,-4.469047,Chase
Pitcher 1,2023-10-17,BallCalled,Fastball,2.4064,-1.40093,Undefined,NA,Undefined,NA,0,2,NA,3,0,0.10037003900000001,Right,89.98493,15.21009,9.74914,214.664192,2546.441161,5.22029,1.82824,5.76637,96.46227424007797,90.51312434503694,-4.948115,Chase
Pitcher 1,2023-10-17,StrikeSwinging,Fastball,2.00492,-0.80015,Undefined,NA,Undefined,NA,0,3,NA,4,0,-0.062705855,Right,90.64752,17.6756,11.33422,214.465786,2617.999702,5.2972,1.73581,5.75703,142.85470273446577,97.2340787294803,-5.218362,Shadow
Pitcher 1,2023-10-17,InPlay,Fastball,3.25392,-0.5581,Out,24.854842,FlyBall,86.34692,1,3,0.174,5,0,-0.422254876,Right,90.73748,16.80855,10.53288,213.922255,2600.752084,5.35276,1.7156,5.68076,98.92531981431176,90.86995017822721,-4.016041,Shadow
Pitcher 1,2023-10-17,FoulBall,Fastball,2.80468,-0.01152,Undefined,40.810621,Undefined,66.66645,0,1,0.452,2,0,-0.054525726,Left,90.40507,17.78123,8.36768,206.71658,2630.741481,5.25155,1.8402,5.60415,136.37807855985676,96.29579856059463,-4.324259,Heart
Pitcher 1,2023-10-17,BallCalled,Fastball,4.74136,0.57036,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Left,89.95403,18.25174,12.30091,215.806513,2437.332315,5.4004,1.79884,5.72753,133.45806955169857,95.87277161454095,-2.424653,Waste
Pitcher 1,2023-10-17,FoulBall,Fastball,2.66953,0.49465,Undefined,46.571814,Undefined,74.67116,1,2,0.109,4,0,-0.074261513,Left,90.04383,14.84387,15.0495,227.745155,2435.891409,5.27837,1.87305,5.59237,59.01678724229722,85.08832943381998,-4.787146,Heart
Pitcher 1,2023-10-17,BallCalled,Fastball,2.93841,-0.97306,Undefined,NA,Undefined,NA,2,3,NA,6,0.7,0.276494951,Left,89.54368,16.40402,7.28095,205.699923,2506.472509,5.34404,1.61472,5.90044,94.82878800279966,90.27647826194405,-4.504059,Shadow
Pitcher 1,2023-10-17,BallCalled,Fastball,2.99667,-1.82906,Undefined,NA,Undefined,NA,2,0,NA,4,0,0.022756484999999993,Right,90.12415,16.91938,8.5941,208.612814,2544.219712,5.30021,1.70641,5.74709,109.6436704866208,92.42273687818994,-4.269373,Waste
Pitcher 1,2023-10-20,FoulBall,Fastball,2.74134,-0.59321,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,91.84797,19.92525,1.23713,183.768324,2483.561015,5.42156,1.69533,5.4069,299.2223389656298,119.88733885014892,-4.292364,Shadow
Pitcher 1,2023-10-20,BallCalled,Fastball,3.29838,-1.57333,Undefined,NA,Undefined,NA,2,0,NA,3,0,0.022756484999999993,Right,91.8293,19.05064,4.2389,193.300146,2619.297066,5.31878,1.78363,5.2241,241.10346243057242,111.46755289058292,-3.671754,Chase
Pitcher 1,2023-10-20,StrikeCalled,Fastball,2.20597,-1.0449600000000001,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,92.91181,18.86048,5.52819,197.244156,2665.435234,5.31033,1.76319,5.41171,237.62817198105577,110.96408132546064,-4.734325,Shadow
Pitcher 1,2023-10-20,BallCalled,Fastball,2.76376,-1.26875,Undefined,NA,Undefined,NA,2,0,NA,4,0,0.022756484999999993,Right,91.8718,20.2132,6.47666,198.886563,2647.404702,5.331,1.69939,5.54607,250.35438893103367,112.8077512169318,-4.205808,Chase
Pitcher 1,2023-10-20,InPlay,Fastball,2.01954,0.13272,Single,3.568601,LineDrive,98.6653,2,3,0.475,7,0.9,0.414494951,Right,92.92177,15.50166,12.28823,220.532409,2621.906683,5.16906,1.90748,5.53068,138.49732777234803,96.60281799778889,-5.114452,Heart
Pitcher 1,2023-10-20,FoulBall,Fastball,2.49027,0.69571,Undefined,20.295203,Undefined,70.99809,0,0,0.838,1,0,-0.045277334999999995,Right,92.46278,15.89469,12.31182,219.883051,2577.720092,5.28122,1.809,5.68164,153.6992656376236,98.80515002186085,-4.737086,Shadow
Pitcher 1,2023-10-20,FoulBall,Fastball,2.44796,-0.81296,Undefined,NA,Undefined,NA,2,0,NA,3,0,0,Right,93.0973,13.8545,9.2315,215.903041,2663.746627,5.28972,1.72367,5.55556,88.61980305429715,89.37697146812253,-4.913326,Shadow
Pitcher 1,2023-10-20,FoulBall,Fastball,2.83112,-0.95787,Undefined,26.310545,Undefined,77.15159,2,0,0.336,4,0,0,Right,92.34845,17.05792,9.99071,212.24597,2651.530424,5.31524,1.61679,5.59408,141.01909950907293,96.96815159554518,-4.343321,Shadow
Pitcher 3,2023-10-20,StrikeCalled,Fastball,2.71366,-1.00959,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,87.62725,15.778,-19.00548,126.910924,2358.904746,5.84984,-2.27591,4.49993,122.85322344129939,94.33642852418825,-5.572087,Shadow
Pitcher 3,2023-10-20,BallCalled,Fastball,2.21726,0.74277,Undefined,NA,Undefined,NA,1,1,NA,3,0,0.049822701999999996,Right,88.63767,19.86296,-17.39387,136.663269,2311.824339,5.70782,-2.35092,4.6066,201.61026480918585,105.74610246594615,-5.484612,Shadow
Pitcher 3,2023-10-20,FoulBall,Fastball,1.5354,-0.14121,Undefined,45.443666,Undefined,68.2835,1,2,0.295,4,0,-0.074261513,Right,88.50795,15.23635,-21.1417,123.153349,2401.427854,5.68261,-2.29902,4.47433,162.55931010284388,100.08872056618122,-6.574683,Shadow
Pitcher 3,2023-10-20,FoulBall,Fastball,2.3519,-0.11327,Undefined,23.025652,Undefined,70.70455,2,2,0.885,6,0,0,Right,88.35592,17.48017,-15.71855,135.848342,2124.947722,5.93039,-2.08587,4.68963,103.89614469271756,91.59008250035524,-5.740336,Heart
Pitcher 3,2023-10-20,BallCalled,Fastball,3.50878,-0.00122,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,88.10805,19.56718,-13.63272,143.010801,2167.478913,5.73097,-2.26774,4.5298,127.96949354800525,95.07763175759563,-4.245747,Shadow
Pitcher 3,2023-10-20,InPlay,Fastball,2.43108,-0.28986,Out,42.667816,FlyBall,84.63632,0,2,0.008,3,0,-0.38459069199999996,Right,87.96775,18.9543,-14.14442,141.203764,2127.133389,5.62702,-2.30441,4.5907,122.02668252859841,94.21668605863029,-5.270925,Heart
Pitcher 3,2023-10-20,StrikeCalled,Fastball,3.05819,-0.8744,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,87.85506,14.70875,-15.80835,130.150918,2146.243481,5.76471,-2.29199,4.35734,77.64276952165471,87.78670891788074,-5.150667,Shadow
Pitcher 3,2023-10-20,StrikeCalled,Fastball,2.14213,-0.57579,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Right,85.70101,18.71615,-16.52115,136.441062,2091.914784,5.9611,-2.01177,4.34902,116.01098273888894,93.34518083268519,-6.089065,Shadow
Pitcher 3,2023-10-20,InPlay,Fastball,2.18686,-0.24187,Out,-5.091302,GroundBall,69.00335,1,2,0.083,4,0,-0.31854501799999996,Right,87.17541,16.92993,-15.46576,135.185702,2154.083308,5.57644,-2.34128,4.44131,94.13362872233101,90.17576928926077,-5.705781,Heart
Pitcher 3,2023-10-20,BallCalled,Fastball,2.44032,1.51514,Undefined,NA,Undefined,NA,0,1,NA,2,0,0.06134265,Left,85.94515,15.26812,-12.69867,137.691952,2074.748884,5.71538,-1.97944,4.54246,41.942269746198946,82.61471343759037,-5.798942,Chase
Pitcher 3,2023-10-20,StrikeCalled,Fastball,1.52189,0.48431,Undefined,NA,Undefined,NA,0,2,NA,3,0,-0.066045674,Left,87.31964,16.02788,-18.08777,129.031265,2160.994687,5.68225,-2.01663,4.52868,114.91674270668348,93.18665631519902,-6.573018,Shadow
Pitcher 3,2023-10-20,StrikeCalled,Fastball,2.22666,0.77869,Undefined,NA,Undefined,NA,1,2,NA,4,0,-0.074261513,Left,87.26057,15.33221,-12.53233,138.193879,2127.923382,5.77646,-2.0039,4.34658,52.19447377405313,84.09996863649744,-5.98588,Shadow
Pitcher 3,2023-10-20,InPlay,Fastball,2.51692,-0.66274,Single,29.32497,LineDrive,65.59969,2,2,0.82,5,0.9,0.502716495,Left,87.137,15.18627,-16.15725,130.58489,2072.954304,5.95119,-1.74418,4.45128,80.0938440439567,88.14180048329116,-5.897926,Shadow
Pitcher 3,2023-10-20,InPlay,Fastball,2.10002,-0.32286,Single,-0.837518,GroundBall,97.98117,1,1,0.403,3,0.9,0.47827768400000004,Right,86.4247,11.82347,-17.91623,120.375208,2029.877063,5.67553,-2.2043,4.59446,75.29331807579447,87.44633966995484,-6.378555,Heart
Pitcher 3,2023-10-20,BallCalled,Fastball,3.05664,1.18724,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,87.1348,19.20792,-17.40131,135.796317,2223.692478,5.70925,-2.28961,4.66744,155.24389951626705,99.02892390427971,-4.723307,Chase
Pitcher 1,2023-10-24,InPlay,Fastball,2.83582,0.65205,Out,85.864312,Popup,56.86545,2,1,0,4,0,-0.20351400899999997,Right,90.47441,21.23269,9.14508,204.562555,2538.126394,5.32234,1.70419,5.60105,258.6906585080826,114.01544155309401,-4.083481,Shadow
Pitcher 1,2023-10-24,BallCalled,Fastball,1.20473,-0.7003,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,91.60463,15.89257,12.85304,221.136061,2472.570924,5.28086,1.60874,5.81041,122.38132148035089,94.26806324010212,-6.160213,Shadow
Pitcher 1,2023-10-24,BallCalled,Fastball,4.09032,0.66455,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,91.74231,17.14725,11.87304,216.68685,2505.090427,5.37166,1.58244,5.74311,129.26276267973373,95.26498997796142,-3.081084,Chase
Pitcher 1,2023-10-24,StrikeCalled,Fastball,2.64712,0.12752,Undefined,NA,Undefined,NA,0,1,NA,2,0,-0.054525726,Right,89.53656,13.81064,12.85717,225.581134,2387.744659,5.27648,1.59329,6.0311,50.770934435494944,83.89373793744991,-4.944631,Heart
Pitcher 1,2023-10-24,BallCalled,Fastball,4.53151,-0.253,Undefined,NA,Undefined,NA,1,2,NA,4,0,0.103709858,Right,91.28091,18.84473,11.80138,213.760142,2578.6715600000002,5.33453,1.79307,5.59406,192.22281089227232,104.38612516772663,-2.44792,Waste
Pitcher 1,2023-10-24,FoulBall,Fastball,2.82742,-0.22713,Undefined,40.346263,Undefined,69.77091,1,3,0.445,5,0,-0.089749827,Right,89.43124,22.84529,2.87347,187.590283,2426.784355,5.34372,1.88076,5.59006,288.5004118229949,118.3340340205108,-4.062391,Heart
Pitcher 1,2023-10-24,StrikeSwinging,Fastball,3.21845,0.51985,Undefined,NA,Undefined,NA,0,0,NA,1,0,-0.045277334999999995,Left,91.4214,22.59859,4.65213,192.279261,2688.574899,5.31739,1.75775,5.64555,327.20025210786014,123.94054934383102,-3.491996,Shadow
Pitcher 1,2023-10-24,StrikeCalled,Fastball,2.2481,1.09828,Undefined,NA,Undefined,NA,1,0,NA,2,0,-0.059661138,Left,90.53797,18.39572,9.39233,208.694156,2584.649905,5.36971,1.67689,5.82635,157.22570586401292,99.31603174696598,-5.009241,Shadow
Pitcher 1,2023-10-24,StrikeSwinging,Fastball,3.70599,-0.88806,Undefined,NA,Undefined,NA,2,0,NA,3,0,-0.18075752399999997,Left,91.02783,22.19765,4.00591,190.845787,2630.360566,5.38492,1.73809,5.56989,312.3551270991087,121.78990943871703,-3.139377,Shadow
Pitcher 1,2023-10-24,BallCalled,Fastball,3.72111,-0.92861,Undefined,NA,Undefined,NA,0,0,NA,1,0,0.037552045,Right,91.6293,18.53009,3.52091,191.455151,2668.783099,5.45149,1.60743,5.83736,252.47450964790656,113.11489691053005,-3.415022,Shadow
Pitcher 1,2023-10-24,BallCalled,Fastball,3.74452,0.37803,Undefined,NA,Undefined,NA,0,1,NA,2,0,0.06134265,Right,91.32354,16.00312,10.5354,215.422236,2724.57689,5.29672,1.83012,5.56724,143.60858340896962,97.34329477591483,-3.494593,Shadow
Pitcher 1,2023-10-24,BallCalled,Fastball,3.23652,-1.2257,Undefined,NA,Undefined,NA,0,2,NA,3,0,0.10037003900000001,Right,91.11267,22.35517,4.50776,192.094969,2622.942476,5.33106,1.60537,5.59249,308.4059260719001,121.21778159759579,-3.574005,Chase
Pitcher 1,2023-10-24,StrikeCalled,Fastball,2.50363,0.24112,Undefined,NA,Undefined,NA,0,3,NA,4,0,-0.062705855,Right,90.15574,15.51934,7.1489,206.629957,2622.074349,5.30487,1.77325,5.53546,63.03068496922177,85.66983000195135,-4.964318,Heart
